,1,1e2,1e4,1e5,5e5,1e6,2e6
parsers,0.22300599999999998,0.204562,0.2048664,0.2553494,0.464603,0.7448658,1.4481990000000002
default1,0.077322,0.07815140000000001,0.07888900000000001,0.1157364,0.2867412,0.5598828000000001,1.1956624
default2,0.1079686,0.1084868,0.11159340000000002,0.13498280000000001,0.3028382,0.5221178,1.096804
