,1,1e2,1e4,1e5,5e5,1e6,2e6
parsers,0.198818,0.2099424,0.2362254,0.42592859999999994,1.2973590000000002,2.3549066,4.491494599999999
default1,0.08669,0.0811666,0.10625899999999999,0.3090486,1.1556026,2.2224792,4.350554600000001
default2,0.1090246,0.1017974,0.1268522,0.33552100000000007,1.2512585999999999,2.3184278,4.49441
